2026-07-06 17:30:10,921	WARNING utils.py:458 -- Detecting docker specified CPUs. In previous versions of Ray, CPU detection in containers was incorrect. Please ensure that Ray has enough CPUs allocated. As a temporary workaround to revert to the prior behavior, set `RAY_USE_MULTIPROCESSING_CPU_COUNT=1` as an env var before starting Ray. Set the env var: `RAY_DISABLE_DOCKER_CPU_WARNING=1` to mute this warning.
[36m(TaskRunner pid=7621)[0m list(reward_extra_infos_dict.keys())=[]
[36m(TaskRunner pid=7621)[0m Avg size of step-level group: 2.466666666666667
[36m(TaskRunner pid=7621)[0m step:141 - global_seqlen/min:27799.000 - global_seqlen/max:27799.000 - global_seqlen/minmax_diff:0.000 - global_seqlen/balanced_min:27799.000 - global_seqlen/balanced_max:27799.000 - global_seqlen/mean:27799.000 - actor/entropy_loss:0.525 - training/rollout_probs_diff_max:0.349 - training/rollout_probs_diff_mean:0.007 - training/rollout_probs_diff_std:0.018 - actor/kl_loss:0.021 - actor/kl_coef:0.001 - actor/pg_loss:0.000 - actor/pg_clipfrac:0.000 - actor/ppo_kl:-0.000 - actor/pg_clipfrac_lower:0.000 - actor/grad_norm:0.003 - perf/mfu/actor:0.000 - perf/max_memory_allocated_gb:36.428 - perf/max_memory_reserved_gb:36.654 - perf/cpu_memory_used_gb:127.132 - actor/lr:0.000 - training/global_step:141.000 - training/epoch:0.000 - critic/score/mean:0.000 - critic/score/max:0.000 - critic/score/min:0.000 - critic/rewards/mean:0.000 - critic/rewards/max:0.000 - critic/rewards/min:0.000 - critic/advantages/mean:0.000 - critic/advantages/max:0.000 - critic/advantages/min:0.000 - critic/returns/mean:0.000 - critic/returns/max:0.000 - critic/returns/min:0.000 - response_length/mean:122.000 - response_length/max:305.000 - response_length/min:63.000 - response_length/clip_ratio:0.000 - prompt_length/mean:629.324 - prompt_length/max:1414.000 - prompt_length/min:185.000 - prompt_length/clip_ratio:0.000 - episode/reward/mean:0.000 - episode/reward/max:0.000 - episode/reward/min:0.000 - episode/length/mean:2.312 - episode/length/max:3.000 - episode/length/min:1.000 - episode/tool_call_count/mean:1.312 - episode/success_rate:0.000 - episode/hotpotqa_success_rate:0.000 - episode/nq_success_rate:0.000 - timing_s/gen:33.124 - timing_s/reward:0.036 - timing_s/old_log_prob:7.816 - timing_s/ref:4.700 - timing_s/adv:0.210 - timing_s/update_actor:32.309 - timing_s/step:78.203 - timing_per_token_ms/gen:7.338 - timing_per_token_ms/update_actor:1.162 - timing_per_token_ms/adv:0.008 - timing_per_token_ms/ref:0.169 - perf/total_num_tokens:27799.000 - perf/time_per_step:78.203 - perf/throughput:355.474
[36m(TaskRunner pid=7621)[0m list(reward_extra_infos_dict.keys())=[]
[36m(TaskRunner pid=7621)[0m Avg size of step-level group: 1.8
[36m(TaskRunner pid=7621)[0m Training Progress:  47%|████▋     | 142/300 [3:39:49<3:25:26, 78.01s/it]
[36m(TaskRunner pid=7621)[0m Training Progress:  48%|████▊     | 143/300 [3:40:40<3:03:18, 70.05s/it]
[36m(TaskRunner pid=7621)[0m Training Progress:  48%|████▊     | 144/300 [3:41:58<3:07:54, 72.27s/it]
[36m(TaskRunner pid=7621)[0m step:142 - global_seqlen/min:24894.000 - global_seqlen/max:24894.000 - global_seqlen/minmax_diff:0.000 - global_seqlen/balanced_min:24894.000 - global_seqlen/balanced_max:24894.000 - global_seqlen/mean:24894.000 - actor/entropy_loss:0.571 - training/rollout_probs_diff_max:0.227 - training/rollout_probs_diff_mean:0.007 - training/rollout_probs_diff_std:0.015 - actor/kl_loss:0.028 - actor/kl_coef:0.001 - actor/pg_loss:0.000 - actor/pg_clipfrac:0.002 - actor/ppo_kl:-0.000 - actor/pg_clipfrac_lower:0.000 - actor/grad_norm:0.547 - perf/mfu/actor:0.000 - perf/max_memory_allocated_gb:36.428 - perf/max_memory_reserved_gb:36.654 - perf/cpu_memory_used_gb:116.361 - actor/lr:0.000 - training/global_step:142.000 - training/epoch:0.000 - critic/score/mean:0.306 - critic/score/max:1.000 - critic/score/min:0.000 - critic/rewards/mean:0.306 - critic/rewards/max:1.000 - critic/rewards/min:0.000 - critic/advantages/mean:0.048 - critic/advantages/max:3.120 - critic/advantages/min:-1.500 - critic/returns/mean:0.048 - critic/returns/max:3.120 - critic/returns/min:-1.500 - response_length/mean:124.750 - response_length/max:376.000 - response_length/min:61.000 - response_length/clip_ratio:0.000 - prompt_length/mean:566.750 - prompt_length/max:1334.000 - prompt_length/min:183.000 - prompt_length/clip_ratio:0.000 - episode/reward/mean:0.312 - episode/reward/max:1.000 - episode/reward/min:0.000 - episode/length/mean:2.250 - episode/length/max:3.000 - episode/length/min:2.000 - episode/tool_call_count/mean:1.250 - episode/success_rate:0.312 - episode/hotpotqa_success_rate:0.417 - episode/nq_success_rate:0.000 - timing_s/gen:34.876 - timing_s/reward:0.011 - timing_s/old_log_prob:7.557 - timing_s/ref:4.566 - timing_s/adv:0.229 - timing_s/update_actor:31.152 - timing_s/step:78.396 - timing_per_token_ms/gen:7.766 - timing_per_token_ms/update_actor:1.251 - timing_per_token_ms/adv:0.009 - timing_per_token_ms/ref:0.183 - perf/total_num_tokens:24894.000 - perf/time_per_step:78.396 - perf/throughput:317.541
[36m(TaskRunner pid=7621)[0m list(reward_extra_infos_dict.keys())=[]
[36m(TaskRunner pid=7621)[0m Avg size of step-level group: 3.0
[36m(TaskRunner pid=7621)[0m step:143 - global_seqlen/min:14832.000 - global_seqlen/max:14832.000 - global_seqlen/minmax_diff:0.000 - global_seqlen/balanced_min:14832.000 - global_seqlen/balanced_max:14832.000 - global_seqlen/mean:14832.000 - actor/entropy_loss:0.507 - training/rollout_probs_diff_max:0.246 - training/rollout_probs_diff_mean:0.006 - training/rollout_probs_diff_std:0.013 - actor/kl_loss:0.067 - actor/kl_coef:0.001 - actor/pg_loss:-0.000 - actor/pg_clipfrac:0.002 - actor/ppo_kl:0.001 - actor/pg_clipfrac_lower:0.000 - actor/grad_norm:0.205 - perf/mfu/actor:0.000 - perf/max_memory_allocated_gb:36.428 - perf/max_memory_reserved_gb:36.654 - perf/cpu_memory_used_gb:116.803 - actor/lr:0.000 - training/global_step:143.000 - training/epoch:0.000 - critic/score/mean:0.481 - critic/score/max:1.000 - critic/score/min:0.000 - critic/rewards/mean:0.481 - critic/rewards/max:1.000 - critic/rewards/min:0.000 - critic/advantages/mean:0.026 - critic/advantages/max:0.500 - critic/advantages/min:-1.500 - critic/returns/mean:0.026 - critic/returns/max:0.500 - critic/returns/min:-1.500 - response_length/mean:107.852 - response_length/max:215.000 - response_length/min:59.000 - response_length/clip_ratio:0.000 - prompt_length/mean:441.481 - prompt_length/max:861.000 - prompt_length/min:183.000 - prompt_length/clip_ratio:0.000 - episode/reward/mean:0.500 - episode/reward/max:1.000 - episode/reward/min:0.000 - episode/length/mean:1.688 - episode/length/max:2.000 - episode/length/min:1.000 - episode/tool_call_count/mean:0.688 - episode/success_rate:0.500 - episode/hotpotqa_success_rate:0.667 - episode/nq_success_rate:0.000 - timing_s/gen:18.537 - timing_s/reward:0.011 - timing_s/old_log_prob:5.750 - timing_s/ref:3.448 - timing_s/adv:0.119 - timing_s/update_actor:23.592 - timing_s/step:51.463 - timing_per_token_ms/gen:6.366 - timing_per_token_ms/update_actor:1.591 - timing_per_token_ms/adv:0.008 - timing_per_token_ms/ref:0.232 - perf/total_num_tokens:14832.000 - perf/time_per_step:51.463 - perf/throughput:288.207
[36m(TaskRunner pid=7621)[0m list(reward_extra_infos_dict.keys())=[]
[36m(TaskRunner pid=7621)[0m Avg size of step-level group: 2.0714285714285716
[36m(TaskRunner pid=7621)[0m step:144 - global_seqlen/min:18753.000 - global_seqlen/max:18753.000 - global_seqlen/minmax_diff:0.000 - global_seqlen/balanced_min:18753.000 - global_seqlen/balanced_max:18753.000 - global_seqlen/mean:18753.000 - actor/entropy_loss:0.488 - training/rollout_probs_diff_max:0.194 - training/rollout_probs_diff_mean:0.006 - training/rollout_probs_diff_std:0.015 - actor/kl_loss:0.049 - actor/kl_coef:0.001 - actor/pg_loss:0.002 - actor/pg_clipfrac:0.001 - actor/ppo_kl:0.000 - actor/pg_clipfrac_lower:0.000 - actor/grad_norm:0.739 - perf/mfu/actor:0.000 - perf/max_memory_allocated_gb:36.428 - perf/max_memory_reserved_gb:36.654 - perf/cpu_memory_used_gb:104.683 - actor/lr:0.000 - training/global_step:144.000 - training/epoch:0.000 - critic/score/mean:0.103 - critic/score/max:1.000 - critic/score/min:0.000 - critic/rewards/mean:0.103 - critic/rewards/max:1.000 - critic/rewards/min:0.000 - critic/advantages/mean:-0.055 - critic/advantages/max:3.057 - critic/advantages/min:-1.291 - critic/returns/mean:-0.055 - critic/returns/max:3.057 - critic/returns/min:-1.291 - response_length/mean:120.241 - response_length/max:384.000 - response_length/min:44.000 - response_length/clip_ratio:0.034 - prompt_length/mean:526.414 - prompt_length/max:1324.000 - prompt_length/min:184.000 - prompt_length/clip_ratio:0.000 - episode/reward/mean:0.062 - episode/reward/max:1.000 - episode/reward/min:0.000 - episode/length/mean:1.812 - episode/length/max:3.000 - episode/length/min:1.000 - episode/tool_call_count/mean:0.812 - episode/success_rate:0.062 - episode/hotpotqa_success_rate:0.125 - episode/nq_success_rate:0.000 - timing_s/gen:41.726 - timing_s/reward:0.022 - timing_s/old_log_prob:6.093 - timing_s/ref:3.697 - timing_s/adv:0.173 - timing_s/update_actor:25.723 - timing_s/step:77.440 - timing_per_token_ms/gen:11.966 - timing_per_token_ms/update_actor:1.372 - timing_per_token_ms/adv:0.009 - timing_per_token_ms/ref:0.197 - perf/total_num_tokens:18753.000 - perf/time_per_step:77.440 - perf/throughput:242.161
[36m(TaskRunner pid=7621)[0m list(reward_extra_infos_dict.keys())=[]
[36m(TaskRunner pid=7621)[0m Avg size of step-level group: 2.066666666666667
[36m(TaskRunner pid=7621)[0m Training Progress:  48%|████▊     | 145/300 [3:43:13<3:08:51, 73.11s/it]
[36m(TaskRunner pid=7621)[0m Training Progress:  49%|████▊     | 146/300 [3:44:23<3:05:27, 72.25s/it]
[36m(TaskRunner pid=7621)[0m Training Progress:  49%|████▉     | 147/300 [3:45:39<3:06:38, 73.19s/it]
[36m(TaskRunner pid=7621)[0m step:145 - global_seqlen/min:19608.000 - global_seqlen/max:19608.000 - global_seqlen/minmax_diff:0.000 - global_seqlen/balanced_min:19608.000 - global_seqlen/balanced_max:19608.000 - global_seqlen/mean:19608.000 - actor/entropy_loss:0.565 - training/rollout_probs_diff_max:0.245 - training/rollout_probs_diff_mean:0.007 - training/rollout_probs_diff_std:0.016 - actor/kl_loss:0.021 - actor/kl_coef:0.001 - actor/pg_loss:0.001 - actor/pg_clipfrac:0.001 - actor/ppo_kl:0.002 - actor/pg_clipfrac_lower:0.000 - actor/grad_norm:0.694 - perf/mfu/actor:0.000 - perf/max_memory_allocated_gb:36.428 - perf/max_memory_reserved_gb:36.654 - perf/cpu_memory_used_gb:103.693 - actor/lr:0.000 - training/global_step:145.000 - training/epoch:0.000 - critic/score/mean:0.129 - critic/score/max:1.000 - critic/score/min:0.000 - critic/rewards/mean:0.129 - critic/rewards/max:1.000 - critic/rewards/min:0.000 - critic/advantages/mean:-0.004 - critic/advantages/max:1.801 - critic/advantages/min:-1.801 - critic/returns/mean:-0.004 - critic/returns/max:1.801 - critic/returns/min:-1.801 - response_length/mean:119.581 - response_length/max:384.000 - response_length/min:53.000 - response_length/clip_ratio:0.032 - prompt_length/mean:512.935 - prompt_length/max:1227.000 - prompt_length/min:183.000 - prompt_length/clip_ratio:0.000 - episode/reward/mean:0.125 - episode/reward/max:1.000 - episode/reward/min:0.000 - episode/length/mean:1.938 - episode/length/max:3.000 - episode/length/min:1.000 - episode/tool_call_count/mean:0.938 - episode/success_rate:0.125 - episode/nq_success_rate:0.000 - episode/hotpotqa_success_rate:0.167 - timing_s/gen:37.497 - timing_s/reward:0.023 - timing_s/old_log_prob:6.707 - timing_s/ref:3.958 - timing_s/adv:0.146 - timing_s/update_actor:26.712 - timing_s/step:75.050 - timing_per_token_ms/gen:10.115 - timing_per_token_ms/update_actor:1.362 - timing_per_token_ms/adv:0.007 - timing_per_token_ms/ref:0.202 - perf/total_num_tokens:19608.000 - perf/time_per_step:75.050 - perf/throughput:261.266
[36m(TaskRunner pid=7621)[0m list(reward_extra_infos_dict.keys())=[]
[36m(TaskRunner pid=7621)[0m Avg size of step-level group: 2.0714285714285716
[36m(TaskRunner pid=7621)[0m step:146 - global_seqlen/min:17624.000 - global_seqlen/max:17624.000 - global_seqlen/minmax_diff:0.000 - global_seqlen/balanced_min:17624.000 - global_seqlen/balanced_max:17624.000 - global_seqlen/mean:17624.000 - actor/entropy_loss:0.417 - training/rollout_probs_diff_max:0.150 - training/rollout_probs_diff_mean:0.006 - training/rollout_probs_diff_std:0.015 - actor/kl_loss:0.087 - actor/kl_coef:0.001 - actor/pg_loss:-0.000 - actor/pg_clipfrac:0.004 - actor/ppo_kl:0.001 - actor/pg_clipfrac_lower:0.000 - actor/grad_norm:1.942 - perf/mfu/actor:0.000 - perf/max_memory_allocated_gb:36.428 - perf/max_memory_reserved_gb:36.654 - perf/cpu_memory_used_gb:73.274 - actor/lr:0.000 - training/global_step:146.000 - training/epoch:0.000 - critic/score/mean:0.586 - critic/score/max:1.000 - critic/score/min:0.000 - critic/rewards/mean:0.586 - critic/rewards/max:1.000 - critic/rewards/min:0.000 - critic/advantages/mean:-0.060 - critic/advantages/max:1.859 - critic/advantages/min:-3.768 - critic/returns/mean:-0.060 - critic/returns/max:1.859 - critic/returns/min:-3.768 - response_length/mean:109.966 - response_length/max:384.000 - response_length/min:43.000 - response_length/clip_ratio:0.034 - prompt_length/mean:497.759 - prompt_length/max:1414.000 - prompt_length/min:183.000 - prompt_length/clip_ratio:0.000 - episode/reward/mean:0.500 - episode/reward/max:1.000 - episode/reward/min:0.000 - episode/length/mean:1.812 - episode/length/max:3.000 - episode/length/min:1.000 - episode/tool_call_count/mean:0.812 - episode/success_rate:0.500 - episode/hotpotqa_success_rate:0.625 - episode/nq_success_rate:0.375 - timing_s/gen:34.338 - timing_s/reward:0.021 - timing_s/old_log_prob:6.258 - timing_s/ref:3.698 - timing_s/adv:0.171 - timing_s/update_actor:25.768 - timing_s/step:70.261 - timing_per_token_ms/gen:10.768 - timing_per_token_ms/update_actor:1.462 - timing_per_token_ms/adv:0.010 - timing_per_token_ms/ref:0.210 - perf/total_num_tokens:17624.000 - perf/time_per_step:70.261 - perf/throughput:250.838
[36m(TaskRunner pid=7621)[0m list(reward_extra_infos_dict.keys())=[]
[36m(TaskRunner pid=7621)[0m Avg size of step-level group: 3.5
[36m(TaskRunner pid=7621)[0m step:147 - global_seqlen/min:24392.000 - global_seqlen/max:24392.000 - global_seqlen/minmax_diff:0.000 - global_seqlen/balanced_min:24392.000 - global_seqlen/balanced_max:24392.000 - global_seqlen/mean:24392.000 - actor/entropy_loss:0.466 - training/rollout_probs_diff_max:0.225 - training/rollout_probs_diff_mean:0.006 - training/rollout_probs_diff_std:0.014 - actor/kl_loss:0.080 - actor/kl_coef:0.001 - actor/pg_loss:0.000 - actor/pg_clipfrac:0.001 - actor/ppo_kl:0.002 - actor/pg_clipfrac_lower:0.000 - actor/grad_norm:0.148 - perf/mfu/actor:0.000 - perf/max_memory_allocated_gb:36.428 - perf/max_memory_reserved_gb:36.654 - perf/cpu_memory_used_gb:75.956 - actor/lr:0.000 - training/global_step:147.000 - training/epoch:0.000 - critic/score/mean:0.200 - critic/score/max:1.000 - critic/score/min:0.000 - critic/rewards/mean:0.200 - critic/rewards/max:1.000 - critic/rewards/min:0.000 - critic/advantages/mean:0.014 - critic/advantages/max:1.500 - critic/advantages/min:-0.500 - critic/returns/mean:0.014 - critic/returns/max:1.500 - critic/returns/min:-0.500 - response_length/mean:113.314 - response_length/max:282.000 - response_length/min:64.000 - response_length/clip_ratio:0.000 - prompt_length/mean:583.600 - prompt_length/max:1411.000 - prompt_length/min:183.000 - prompt_length/clip_ratio:0.000 - episode/reward/mean:0.250 - episode/reward/max:1.000 - episode/reward/min:0.000 - episode/length/mean:2.188 - episode/length/max:3.000 - episode/length/min:1.000 - episode/tool_call_count/mean:1.188 - episode/success_rate:0.250 - episode/nq_success_rate:0.000 - episode/hotpotqa_success_rate:0.500 - timing_s/gen:32.191 - timing_s/reward:0.016 - timing_s/old_log_prob:7.475 - timing_s/ref:4.463 - timing_s/adv:0.148 - timing_s/update_actor:31.063 - timing_s/step:75.361 - timing_per_token_ms/gen:8.117 - timing_per_token_ms/update_actor:1.273 - timing_per_token_ms/adv:0.006 - timing_per_token_ms/ref:0.183 - perf/total_num_tokens:24392.000 - perf/time_per_step:75.361 - perf/throughput:323.667
[36m(TaskRunner pid=7621)[0m list(reward_extra_infos_dict.keys())=[]
[36m(TaskRunner pid=7621)[0m Avg size of step-level group: 2.2777777777777777
[36m(TaskRunner pid=7621)[0m Training Progress:  49%|████▉     | 148/300 [3:47:13<3:21:30, 79.54s/it]
[36m(TaskRunner pid=7621)[0m Training Progress:  50%|████▉     | 149/300 [3:48:41<3:26:38, 82.11s/it]
[36m(TaskRunner pid=7621)[0m step:148 - global_seqlen/min:33677.000 - global_seqlen/max:33677.000 - global_seqlen/minmax_diff:0.000 - global_seqlen/balanced_min:33677.000 - global_seqlen/balanced_max:33677.000 - global_seqlen/mean:33677.000 - actor/entropy_loss:0.565 - training/rollout_probs_diff_max:0.176 - training/rollout_probs_diff_mean:0.006 - training/rollout_probs_diff_std:0.014 - actor/kl_loss:0.034 - actor/kl_coef:0.001 - actor/pg_loss:0.002 - actor/pg_clipfrac:0.003 - actor/ppo_kl:-0.001 - actor/pg_clipfrac_lower:0.000 - actor/grad_norm:0.757 - perf/mfu/actor:0.000 - perf/max_memory_allocated_gb:36.428 - perf/max_memory_reserved_gb:36.654 - perf/cpu_memory_used_gb:100.204 - actor/lr:0.000 - training/global_step:148.000 - training/epoch:0.000 - critic/score/mean:0.293 - critic/score/max:1.000 - critic/score/min:0.000 - critic/rewards/mean:0.293 - critic/rewards/max:1.000 - critic/rewards/min:0.000 - critic/advantages/mean:-0.100 - critic/advantages/max:2.949 - critic/advantages/min:-1.500 - critic/returns/mean:-0.100 - critic/returns/max:2.949 - critic/returns/min:-1.500 - response_length/mean:152.146 - response_length/max:384.000 - response_length/min:50.000 - response_length/clip_ratio:0.049 - prompt_length/mean:669.244 - prompt_length/max:1599.000 - prompt_length/min:185.000 - prompt_length/clip_ratio:0.000 - episode/reward/mean:0.312 - episode/reward/max:1.000 - episode/reward/min:0.000 - episode/length/mean:2.562 - episode/length/max:3.000 - episode/length/min:2.000 - episode/tool_call_count/mean:1.562 - episode/success_rate:0.312 - episode/hotpotqa_success_rate:1.000 - episode/nq_success_rate:0.083 - timing_s/gen:43.718 - timing_s/reward:0.033 - timing_s/old_log_prob:8.662 - timing_s/ref:5.228 - timing_s/adv:0.199 - timing_s/update_actor:36.508 - timing_s/step:94.357 - timing_per_token_ms/gen:7.008 - timing_per_token_ms/update_actor:1.084 - timing_per_token_ms/adv:0.006 - timing_per_token_ms/ref:0.155 - perf/total_num_tokens:33677.000 - perf/time_per_step:94.357 - perf/throughput:356.909
[36m(TaskRunner pid=7621)[0m list(reward_extra_infos_dict.keys())=[]
[36m(TaskRunner pid=7621)[0m Avg size of step-level group: 2.6
[36m(TaskRunner pid=7621)[0m step:149 - global_seqlen/min:29315.000 - global_seqlen/max:29315.000 - global_seqlen/minmax_diff:0.000 - global_seqlen/balanced_min:29315.000 - global_seqlen/balanced_max:29315.000 - global_seqlen/mean:29315.000 - actor/entropy_loss:0.646 - training/rollout_probs_diff_max:0.231 - training/rollout_probs_diff_mean:0.007 - training/rollout_probs_diff_std:0.016 - actor/kl_loss:0.020 - actor/kl_coef:0.001 - actor/pg_loss:0.001 - actor/pg_clipfrac:0.001 - actor/ppo_kl:0.000 - actor/pg_clipfrac_lower:0.000 - actor/grad_norm:0.531 - perf/mfu/actor:0.000 - perf/max_memory_allocated_gb:36.428 - perf/max_memory_reserved_gb:36.654 - perf/cpu_memory_used_gb:101.115 - actor/lr:0.000 - training/global_step:149.000 - training/epoch:0.000 - critic/score/mean:0.154 - critic/score/max:1.000 - critic/score/min:0.000 - critic/rewards/mean:0.154 - critic/rewards/max:1.000 - critic/rewards/min:0.000 - critic/advantages/mean:-0.014 - critic/advantages/max:1.040 - critic/advantages/min:-3.120 - critic/returns/mean:-0.014 - critic/returns/max:1.040 - critic/returns/min:-3.120 - response_length/mean:118.949 - response_length/max:384.000 - response_length/min:55.000 - response_length/clip_ratio:0.026 - prompt_length/mean:632.718 - prompt_length/max:1409.000 - prompt_length/min:187.000 - prompt_length/clip_ratio:0.000 - episode/reward/mean:0.188 - episode/reward/max:1.000 - episode/reward/min:0.000 - episode/length/mean:2.438 - episode/length/max:3.000 - episode/length/min:2.000 - episode/tool_call_count/mean:1.438 - episode/success_rate:0.188 - episode/hotpotqa_success_rate:0.750 - episode/nq_success_rate:0.000 - timing_s/gen:40.517 - timing_s/reward:0.029 - timing_s/old_log_prob:8.339 - timing_s/ref:4.965 - timing_s/adv:0.164 - timing_s/update_actor:34.068 - timing_s/step:88.091 - timing_per_token_ms/gen:8.734 - timing_per_token_ms/update_actor:1.162 - timing_per_token_ms/adv:0.006 - timing_per_token_ms/ref:0.169 - perf/total_num_tokens:29315.000 - perf/time_per_step:88.091 - perf/throughput:332.780
[36m(TaskRunner pid=7621)[0m list(reward_extra_infos_dict.keys())=[]
[36m(TaskRunner pid=7621)[0m Avg size of step-level group: 2.6
[36m(TaskRunner pid=7621)[0m test_gen_batch meta info: {'eos_token_id': 151645, 'pad_token_id': 151643, 'recompute_log_prob': False, 'do_sample': False, 'validate': True}
[36m(TaskRunner pid=7621)[0m validation generation end
[36m(TaskRunner pid=7621)[0m [nq][prompt] <|im_start|>system
[36m(TaskRunner pid=7621)[0m You are Qwen, created by Alibaba Cloud. You are a helpful assistant.<|im_end|>
[36m(TaskRunner pid=7621)[0m <|im_start|>user
[36m(TaskRunner pid=7621)[0m 
[36m(TaskRunner pid=7621)[0m You are an expert agent tasked with answering the given question step-by-step.
[36m(TaskRunner pid=7621)[0m Your question: who was the man of the match of the 1983 world cup final
[36m(TaskRunner pid=7621)[0m 
[36m(TaskRunner pid=7621)[0m Now it's your turn to respond for the current step.
[36m(TaskRunner pid=7621)[0m You should first conduct reasoning process. This process MUST be enclosed within <think> </think> tags. 
[36m(TaskRunner pid=7621)[0m After completing your reasoning, choose only one of the following actions (do not perform both):
[36m(TaskRunner pid=7621)[0m (1) If you find you lack some knowledge, you can call a search engine to get more external information using format: <search> your query </search>.
[36m(TaskRunner pid=7621)[0m (2) If you have enough knowledge to answer the question confidently, provide your final answer within <answer> </answer> tags, without detailed illustrations. For example, <answer>Beijing</answer>.
[36m(TaskRunner pid=7621)[0m <|im_end|>
[36m(TaskRunner pid=7621)[0m <|im_start|>assistant
[36m(TaskRunner pid=7621)[0m 
[36m(TaskRunner pid=7621)[0m [nq][response] <think>
[36m(TaskRunner pid=7621)[0m I do not have enough knowledge to confidently answer who the man of the match was for the 1983 World Cup final. I will need to conduct a search to find this information.
[36m(TaskRunner pid=7621)[0m </think>
[36m(TaskRunner pid=7621)[0m <search>
[36m(TaskRunner pid=7621)[0m who was the man of the match in the 1983 FIFA World Cup final
[36m(TaskRunner pid=7621)[0m </search>
[36m(TaskRunner pid=7621)[0m <answer>
[36m(TaskRunner pid=7621)[0m Diego Maradona
[36m(TaskRunner pid=7621)[0m </answer><|im_end|>
[36m(TaskRunner pid=7621)[0m [nq][score] 0.0
[36m(TaskRunner pid=7621)[0m test_gen_batch meta info: {'eos_token_id': 151645, 'pad_token_id': 151643, 'recompute_log_prob': False, 'do_sample': False, 'validate': True}
[36m(TaskRunner pid=7621)[0m validation generation end
[36m(TaskRunner pid=7621)[0m [nq][prompt] <|im_start|>system
[36m(TaskRunner pid=7621)[0m You are Qwen, created by Alibaba Cloud. You are a helpful assistant.<|im_end|>
[36m(TaskRunner pid=7621)[0m <|im_start|>user
[36m(TaskRunner pid=7621)[0m 
[36m(TaskRunner pid=7621)[0m You are an expert agent tasked with answering the given question step-by-step.
[36m(TaskRunner pid=7621)[0m Your question: what was the first capital city of australia
[36m(TaskRunner pid=7621)[0m 
[36m(TaskRunner pid=7621)[0m Now it's your turn to respond for the current step.
[36m(TaskRunner pid=7621)[0m You should first conduct reasoning process. This process MUST be enclosed within <think> </think> tags. 
[36m(TaskRunner pid=7621)[0m After completing your reasoning, choose only one of the following actions (do not perform both):
[36m(TaskRunner pid=7621)[0m (1) If you find you lack some knowledge, you can call a search engine to get more external information using format: <search> your query </search>.
[36m(TaskRunner pid=7621)[0m (2) If you have enough knowledge to answer the question confidently, provide your final answer within <answer> </answer> tags, without detailed illustrations. For example, <answer>Beijing</answer>.
[36m(TaskRunner pid=7621)[0m <|im_end|>
[36m(TaskRunner pid=7621)[0m <|im_start|>assistant
[36m(TaskRunner pid=7621)[0m 
[36m(TaskRunner pid=7621)[0m [nq][response] <think>
[36m(TaskRunner pid=7621)[0m I do not have enough knowledge to confidently answer the question "What was the first capital city of Australia?" without conducting a search to verify the information.
[36m(TaskRunner pid=7621)[0m <search>
[36m(TaskRunner pid=7621)[0m first capital city of australia
[36m(TaskRunner pid=7621)[0m </search>
[36m(TaskRunner pid=7621)[0m </think>
[36m(TaskRunner pid=7621)[0m <answer>Canberra</answer><|im_end|>
[36m(TaskRunner pid=7621)[0m [nq][score] 0.0
[36m(TaskRunner pid=7621)[0m test_gen_batch meta info: {'eos_token_id': 151645, 'pad_token_id': 151643, 'recompute_log_prob': False, 'do_sample': False, 'validate': True}
[36m(TaskRunner pid=7621)[0m validation generation end
[36m(TaskRunner pid=7621)[0m [nq][prompt] <|im_start|>system
[36m(TaskRunner pid=7621)[0m You are Qwen, created by Alibaba Cloud. You are a helpful assistant.<|im_end|>
[36m(TaskRunner pid=7621)[0m <|im_start|>user
[36m(TaskRunner pid=7621)[0m 
[36m(TaskRunner pid=7621)[0m You are an expert agent tasked with answering the given question step-by-step.
[36m(TaskRunner pid=7621)[0m Your question: what was the score of the rose bowl last year
[36m(TaskRunner pid=7621)[0m 
[36m(TaskRunner pid=7621)[0m Prior to this step, you have already taken 1 step(s). Below is the interaction history where <search> </search> wrapped your past search queries and <information> </information> wrapped the corresponding search results returned by the external search engine. History:
